,question,proc_ques,tokens,words,stops
5793,Is mathematics meaningless?,is mathematics meaningless,"['Is', 'mathematics', 'meaningless?']","{'Is', 'meaningless?', 'mathematics'}",set()
5794,How do you know you're in love again?,how do you know you are in love again,"['How', 'do', 'you', 'know', ""you're"", 'in', 'love', 'again?']","{'love', 'How', 'know', 'again?'}","{'you', 'in', ""you're"", 'do'}"
5795,When do you know that you are in love?,when do you know that you are in love,"['When', 'do', 'you', 'know', 'that', 'you', 'are', 'in', 'love?']","{'love?', 'When', 'know'}","{'you', 'do', 'in', 'are', 'that'}"
5796,Is it true that Bleach anime will return in 2016?,is it true that bleach anime will return in 2016,"['Is', 'it', 'true', 'that', 'Bleach', 'anime', 'will', 'return', 'in', '2016?']","{'true', 'anime', 'Is', 'Bleach', '2016?', 'return'}","{'will', 'in', 'that', 'it'}"
5797,"On August 18, 2016 the manga Bleach ended. Is there any possiblity for a sequel?",on august 18  2016 the manga bleach ended  is there any possiblity for a sequel,"['On', 'August', '18,', '2016', 'the', 'manga', 'Bleach', 'ended.', 'Is', 'there', 'any', 'possiblity', 'for', 'a', 'sequel?']","{'On', 'manga', 'August', 'possiblity', '18,', '2016', 'sequel?', 'ended.', 'Is', 'Bleach'}","{'for', 'there', 'any', 'a', 'the'}"
5798,Does iCloud backup all my photos from my iPhone?,does icloud backup all my photos from my iphone,"['Does', 'iCloud', 'backup', 'all', 'my', 'photos', 'from', 'my', 'iPhone?']","{'iPhone?', 'iCloud', 'Does', 'photos', 'backup'}","{'my', 'all', 'from'}"
5799,Does storage more apps and photos into my iCloud on my iPhone 6 allow more space on my device?,does storage more apps and photos into my icloud on my iphone 6 allow more space on my device,"['Does', 'storage', 'more', 'apps', 'and', 'photos', 'into', 'my', 'iCloud', 'on', 'my', 'iPhone', '6', 'allow', 'more', 'space', 'on', 'my', 'device?']","{'Does', '6', 'device?', 'iPhone', 'allow', 'photos', 'apps', 'space', 'storage', 'iCloud'}","{'my', 'into', 'more', 'and', 'on'}"
5800,How good is IU Kelley School of Business?,how good is iu kelley school of business,"['How', 'good', 'is', 'IU', 'Kelley', 'School', 'of', 'Business?']","{'good', 'Business?', 'IU', 'How', 'Kelley', 'School'}","{'of', 'is'}"
5801,What is it like after graduating from the Kelley School of Business?,what is it like after graduating from the kelley school of business,"['What', 'is', 'it', 'like', 'after', 'graduating', 'from', 'the', 'Kelley', 'School', 'of', 'Business?']","{'Business?', 'Kelley', 'What', 'School', 'like', 'graduating'}","{'of', 'is', 'it', 'the', 'from', 'after'}"
5802,Do employees at Sapiens International have a good work-life balance? Does this differ across positions and departments?,do employees at sapiens international have a good work life balance  does this differ across positions and departments,"['Do', 'employees', 'at', 'Sapiens', 'International', 'have', 'a', 'good', 'work-life', 'balance?', 'Does', 'this', 'differ', 'across', 'positions', 'and', 'departments?']","{'departments?', 'Do', 'positions', 'good', 'employees', 'Sapiens', 'balance?', 'across', 'Does', 'work-life', 'differ', 'International'}","{'this', 'at', 'have', 'a', 'and'}"
5803,Do employees at Tower International have a good work-life balance? Does this differ across positions and departments?,do employees at tower international have a good work life balance  does this differ across positions and departments,"['Do', 'employees', 'at', 'Tower', 'International', 'have', 'a', 'good', 'work-life', 'balance?', 'Does', 'this', 'differ', 'across', 'positions', 'and', 'departments?']","{'departments?', 'Do', 'positions', 'good', 'employees', 'balance?', 'across', 'Does', 'work-life', 'Tower', 'differ', 'International'}","{'this', 'at', 'have', 'a', 'and'}"
5804,What was Queen Elizabeth I's personality like?,what was queen elizabeth i s personality like,"['What', 'was', 'Queen', 'Elizabeth', ""I's"", 'personality', 'like?']","{'personality', 'like?', 'Elizabeth', 'Queen', ""I's"", 'What'}",{'was'}
5805,What does Queen Elizabeth do?,what does queen elizabeth do,"['What', 'does', 'Queen', 'Elizabeth', 'do?']","{'do?', 'Queen', 'Elizabeth', 'What'}",{'does'}
5806,"What are some projects for class 12 boards in physics, chemistry and computer science ?",what are some projects for class 12 boards in physics  chemistry and computer science,"['What', 'are', 'some', 'projects', 'for', 'class', '12', 'boards', 'in', 'physics,', 'chemistry', 'and', 'computer', 'science', '?']","{'physics,', 'science', 'computer', 'class', 'What', '?', 'projects', '12', 'boards', 'chemistry'}","{'for', 'in', 'some', 'and', 'are'}"
5807,How do I get 70/70 in physics in the class 12 CBSE board exam?,how do i get 70 70 in physics in the class 12 cbse board exam,"['How', 'do', 'I', 'get', '70/70', 'in', 'physics', 'in', 'the', 'class', '12', 'CBSE', 'board', 'exam?']","{'exam?', 'board', 'get', '70/70', 'How', 'class', '12', 'CBSE', 'physics', 'I'}","{'in', 'do', 'the'}"
5808,Which book is best for general knowledge?,which book is best for general knowledge,"['Which', 'book', 'is', 'best', 'for', 'general', 'knowledge?']","{'book', 'knowledge?', 'Which', 'best', 'general'}","{'for', 'is'}"
5809,What book should I read to gain general knowledge?,what book should i read to gain general knowledge,"['What', 'book', 'should', 'I', 'read', 'to', 'gain', 'general', 'knowledge?']","{'book', 'gain', 'knowledge?', 'read', 'What', 'general', 'I'}","{'should', 'to'}"
5810,What does the electoral college do?,what does the electoral college do,"['What', 'does', 'the', 'electoral', 'college', 'do?']","{'do?', 'college', 'electoral', 'What'}","{'does', 'the'}"
5811,Who are the electoral college members?,who are the electoral college members,"['Who', 'are', 'the', 'electoral', 'college', 'members?']","{'college', 'members?', 'electoral', 'Who'}","{'are', 'the'}"
5812,How do I enhance my English writing skills?,how do i enhance my english writing skills,"['How', 'do', 'I', 'enhance', 'my', 'English', 'writing', 'skills?']","{'writing', 'How', 'enhance', 'skills?', 'English', 'I'}","{'my', 'do'}"
5813,How can I enhance my English writing skills?,how can i enhance my english writing skills,"['How', 'can', 'I', 'enhance', 'my', 'English', 'writing', 'skills?']","{'writing', 'How', 'enhance', 'skills?', 'English', 'I'}","{'my', 'can'}"
5814,Which are the best Japanese design companies  for consumable electronic products?,which are the best japanese design companies for consumable electronic products,"['Which', 'are', 'the', 'best', 'Japanese', 'design', 'companies', 'for', 'consumable', 'electronic', 'products?']","{'consumable', 'Japanese', 'products?', 'electronic', 'Which', 'design', 'best', 'companies'}","{'are', 'for', 'the'}"
5815,Which is the best graphic design company?,which is the best graphic design company,"['Which', 'is', 'the', 'best', 'graphic', 'design', 'company?']","{'graphic', 'Which', 'design', 'best', 'company?'}","{'is', 'the'}"
5816,Why is Israel being called an apartheid state by some? Are they right or wrong?,why is israel being called an apartheid state by some  are they right or wrong,"['Why', 'is', 'Israel', 'being', 'called', 'an', 'apartheid', 'state', 'by', 'some?', 'Are', 'they', 'right', 'or', 'wrong?']","{'wrong?', 'Why', 'some?', 'Are', 'right', 'Israel', 'called', 'apartheid', 'state'}","{'by', 'or', 'being', 'is', 'they', 'an'}"
5817,Why is Israel called an apartheid state?,why is israel called an apartheid state,"['Why', 'is', 'Israel', 'called', 'an', 'apartheid', 'state?']","{'Why', 'Israel', 'called', 'state?', 'apartheid'}","{'is', 'an'}"
5818,What makes a female unattractive on the inside or outside?,what makes a female unattractive on the inside or outside,"['What', 'makes', 'a', 'female', 'unattractive', 'on', 'the', 'inside', 'or', 'outside?']","{'unattractive', 'inside', 'makes', 'What', 'outside?', 'female'}","{'a', 'on', 'or', 'the'}"
5819,What makes a woman or girl unattractive?,what makes a woman or girl unattractive,"['What', 'makes', 'a', 'woman', 'or', 'girl', 'unattractive?']","{'unattractive?', 'makes', 'What', 'girl', 'woman'}","{'a', 'or'}"
5820,How do I learn the French language?,how do i learn the french language,"['How', 'do', 'I', 'learn', 'the', 'French', 'language?']","{'French', 'How', 'learn', 'language?', 'I'}","{'do', 'the'}"
5821,What is the best way to learn French on your own?,what is the best way to learn french on your own,"['What', 'is', 'the', 'best', 'way', 'to', 'learn', 'French', 'on', 'your', 'own?']","{'French', 'way', 'learn', 'What', 'best', 'own?'}","{'your', 'to', 'is', 'the', 'on'}"
5822,Is there a scientific name for what existed before the Big Bang?,is there a scientific name for what existed before the big bang,"['Is', 'there', 'a', 'scientific', 'name', 'for', 'what', 'existed', 'before', 'the', 'Big', 'Bang?']","{'existed', 'Bang?', 'name', 'Is', 'scientific', 'Big'}","{'for', 'there', 'before', 'a', 'the', 'what'}"
5823,What existed before the creation of our universe?,what existed before the creation of our universe,"['What', 'existed', 'before', 'the', 'creation', 'of', 'our', 'universe?']","{'universe?', 'existed', 'creation', 'What'}","{'of', 'our', 'the', 'before'}"
5824,What are some examples of everyday items that use motors?,what are some examples of everyday items that use motors,"['What', 'are', 'some', 'examples', 'of', 'everyday', 'items', 'that', 'use', 'motors?']","{'everyday', 'use', 'motors?', 'examples', 'items', 'What'}","{'are', 'of', 'some', 'that'}"
5825,What type of motor do exhaust fan use?,what type of motor do exhaust fan use,"['What', 'type', 'of', 'motor', 'do', 'exhaust', 'fan', 'use?']","{'type', 'exhaust', 'fan', 'What', 'motor', 'use?'}","{'of', 'do'}"
5826,How painful would it be to have your throat slit?,how painful would it be to have your throat slit,"['How', 'painful', 'would', 'it', 'be', 'to', 'have', 'your', 'throat', 'slit?']","{'would', 'throat', 'How', 'painful', 'slit?'}","{'be', 'your', 'to', 'have', 'it'}"
5827,What is the sharp pain in my throat when I swallow?,what is the sharp pain in my throat when i swallow,"['What', 'is', 'the', 'sharp', 'pain', 'in', 'my', 'throat', 'when', 'I', 'swallow?']","{'throat', 'pain', 'What', 'sharp', 'swallow?', 'I'}","{'my', 'when', 'in', 'is', 'the'}"
5828,Why do both India and Pakistan have a place named 'Hyderabad' even though they are not connected in any way?,why do both india and pakistan have a place named  hyderabad  even though they are not connected in any way,"['Why', 'do', 'both', 'India', 'and', 'Pakistan', 'have', 'a', 'place', 'named', ""'Hyderabad'"", 'even', 'though', 'they', 'are', 'not', 'connected', 'in', 'any', 'way?']","{'connected', 'Why', 'Pakistan', 'even', 'place', 'named', 'way?', ""'Hyderabad'"", 'India', 'though'}","{'not', 'any', 'do', 'have', 'a', 'and', 'in', 'they', 'are', 'both'}"
5829,Why do people of India and China look so different even though they are neighboring countries?,why do people of india and china look so different even though they are neighboring countries,"['Why', 'do', 'people', 'of', 'India', 'and', 'China', 'look', 'so', 'different', 'even', 'though', 'they', 'are', 'neighboring', 'countries?']","{'China', 'Why', 'though', 'even', 'neighboring', 'different', 'countries?', 'India', 'people', 'look'}","{'of', 'do', 'and', 'they', 'are', 'so'}"
5830,How can I understand machine learning?,how can i understand machine learning,"['How', 'can', 'I', 'understand', 'machine', 'learning?']","{'understand', 'learning?', 'machine', 'How', 'I'}",{'can'}
5831,How do I start learning machine learning?,how do i start learning machine learning,"['How', 'do', 'I', 'start', 'learning', 'machine', 'learning?']","{'learning?', 'machine', 'How', 'learning', 'I', 'start'}",{'do'}
5832,Which Quora questions deserve to be tagged as 'dead horse beaters'?,which quora questions deserve to be tagged as  dead horse beaters,"['Which', 'Quora', 'questions', 'deserve', 'to', 'be', 'tagged', 'as', ""'dead"", 'horse', ""beaters'?""]","{'Quora', ""beaters'?"", 'tagged', 'questions', 'Which', 'horse', ""'dead"", 'deserve'}","{'be', 'to', 'as'}"
5833,What are the most annoying types of questions on Quora?,what are the most annoying types of questions on quora,"['What', 'are', 'the', 'most', 'annoying', 'types', 'of', 'questions', 'on', 'Quora?']","{'questions', 'Quora?', 'What', 'annoying', 'types'}","{'of', 'most', 'the', 'are', 'on'}"
5834,"After being socially isolated for years, how can I start making friends at age 27?",after being socially isolated for years  how can i start making friends at age 27,"['After', 'being', 'socially', 'isolated', 'for', 'years,', 'how', 'can', 'I', 'start', 'making', 'friends', 'at', 'age', '27?']","{'27?', 'isolated', 'years,', 'making', 'friends', 'After', 'socially', 'age', 'I', 'start'}","{'for', 'being', 'at', 'how', 'can'}"
5835,Is it hard to make friends after a certain age?,is it hard to make friends after a certain age,"['Is', 'it', 'hard', 'to', 'make', 'friends', 'after', 'a', 'certain', 'age?']","{'hard', 'friends', 'Is', 'age?', 'make', 'certain'}","{'a', 'after', 'to', 'it'}"
5836,What is the best brand in power banks for smartphone?,what is the best brand in power banks for smartphone,"['What', 'is', 'the', 'best', 'brand', 'in', 'power', 'banks', 'for', 'smartphone?']","{'brand', 'banks', 'What', 'best', 'power', 'smartphone?'}","{'for', 'in', 'is', 'the'}"
5837,What is the best brand in power banks for smartphones?,what is the best brand in power banks for smartphones,"['What', 'is', 'the', 'best', 'brand', 'in', 'power', 'banks', 'for', 'smartphones?']","{'smartphones?', 'brand', 'banks', 'What', 'best', 'power'}","{'for', 'in', 'is', 'the'}"
5838,Who is the most deceitful Game of Thrones character?,who is the most deceitful game of thrones character,"['Who', 'is', 'the', 'most', 'deceitful', 'Game', 'of', 'Thrones', 'character?']","{'Thrones', 'deceitful', 'character?', 'Who', 'Game'}","{'of', 'most', 'is', 'the'}"
5839,Who is the most innocent Game of Thrones character?,who is the most innocent game of thrones character,"['Who', 'is', 'the', 'most', 'innocent', 'Game', 'of', 'Thrones', 'character?']","{'Thrones', 'innocent', 'character?', 'Who', 'Game'}","{'of', 'most', 'is', 'the'}"
5840,What are some awesome things to do in Zurich that are not in the standard guide books?,what are some awesome things to do in zurich that are not in the standard guide books,"['What', 'are', 'some', 'awesome', 'things', 'to', 'do', 'in', 'Zurich', 'that', 'are', 'not', 'in', 'the', 'standard', 'guide', 'books?']","{'things', 'Zurich', 'standard', 'What', 'books?', 'awesome', 'guide'}","{'not', 'to', 'do', 'in', 'some', 'the', 'are', 'that'}"
5841,What are some awesome things to do in Malmö that are not in the standard guide books?,what are some awesome things to do in malmö that are not in the standard guide books,"['What', 'are', 'some', 'awesome', 'things', 'to', 'do', 'in', 'Malmö', 'that', 'are', 'not', 'in', 'the', 'standard', 'guide', 'books?']","{'things', 'standard', 'What', 'books?', 'awesome', 'Malmö', 'guide'}","{'not', 'to', 'do', 'in', 'some', 'the', 'are', 'that'}"
5842,What design software do they use on HGTV Fixer Upper?,what design software do they use on hgtv fixer upper,"['What', 'design', 'software', 'do', 'they', 'use', 'on', 'HGTV', 'Fixer', 'Upper?']","{'Fixer', 'use', 'HGTV', 'design', 'What', 'software', 'Upper?'}","{'on', 'do', 'they'}"
5843,What 3D design software do they use on the HGTV show Property Brothers?,what 3d design software do they use on the hgtv show property brothers,"['What', '3D', 'design', 'software', 'do', 'they', 'use', 'on', 'the', 'HGTV', 'show', 'Property', 'Brothers?']","{'use', '3D', 'Brothers?', 'HGTV', 'design', 'What', 'software', 'show', 'Property'}","{'on', 'do', 'they', 'the'}"
5844,What are some interesting case laws regarding indirect tax in India?,what are some interesting case laws regarding indirect tax in india,"['What', 'are', 'some', 'interesting', 'case', 'laws', 'regarding', 'indirect', 'tax', 'in', 'India?']","{'tax', 'regarding', 'What', 'laws', 'India?', 'indirect', 'case', 'interesting'}","{'are', 'in', 'some'}"
5845,What are the interesting indirect tax cases?,what are the interesting indirect tax cases,"['What', 'are', 'the', 'interesting', 'indirect', 'tax', 'cases?']","{'tax', 'cases?', 'What', 'indirect', 'interesting'}","{'are', 'the'}"
5846,What would be the effect on India if Donald Trump really becomes the president of US?,what would be the effect on india if donald trump really becomes the president of us,"['What', 'would', 'be', 'the', 'effect', 'on', 'India', 'if', 'Donald', 'Trump', 'really', 'becomes', 'the', 'president', 'of', 'US?']","{'effect', 'would', 'becomes', 'Trump', 'Donald', 'What', 'really', 'president', 'India', 'US?'}","{'of', 'be', 'if', 'the', 'on'}"
5847,How is US president Donald Trump important for India?,how is us president donald trump important for india,"['How', 'is', 'US', 'president', 'Donald', 'Trump', 'important', 'for', 'India?']","{'US', 'Trump', 'Donald', 'How', 'India?', 'president', 'important'}","{'for', 'is'}"
5848,What is the best way to find out whether a girl likes you or not without talking to her?,what is the best way to find out whether a girl likes you or not without talking to her,"['What', 'is', 'the', 'best', 'way', 'to', 'find', 'out', 'whether', 'a', 'girl', 'likes', 'you', 'or', 'not', 'without', 'talking', 'to', 'her?']","{'way', 'find', 'whether', 'What', 'best', 'likes', 'girl', 'her?', 'without', 'talking'}","{'you', 'or', 'not', 'to', 'a', 'out', 'is', 'the'}"
5849,How should you ask out a girl without actually asking her out?,how should you ask out a girl without actually asking her out,"['How', 'should', 'you', 'ask', 'out', 'a', 'girl', 'without', 'actually', 'asking', 'her', 'out?']","{'ask', 'asking', 'How', 'actually', 'girl', 'out?', 'without'}","{'you', 'should', 'her', 'a', 'out'}"
5850,Why do people think that they are better than everyone and everything else?,why do people think that they are better than everyone and everything else,"['Why', 'do', 'people', 'think', 'that', 'they', 'are', 'better', 'than', 'everyone', 'and', 'everything', 'else?']","{'else?', 'Why', 'everyone', 'think', 'better', 'everything', 'people'}","{'do', 'than', 'and', 'they', 'are', 'that'}"
5851,Why is it that people think that they are better than everyone else?,why is it that people think that they are better than everyone else,"['Why', 'is', 'it', 'that', 'people', 'think', 'that', 'they', 'are', 'better', 'than', 'everyone', 'else?']","{'else?', 'Why', 'everyone', 'think', 'better', 'people'}","{'than', 'is', 'they', 'it', 'are', 'that'}"
5852,Can anime exist in a different parallel universe?,can anime exist in a different parallel universe,"['Can', 'anime', 'exist', 'in', 'a', 'different', 'parallel', 'universe?']","{'anime', 'exist', 'parallel', 'different', 'universe?', 'Can'}","{'a', 'in'}"
5853,I been seeing some questions on Quora and Yahoo that anime might exist in another parallel universe so is it true?,i been seeing some questions on quora and yahoo that anime might exist in another parallel universe so is it true,"['I', 'been', 'seeing', 'some', 'questions', 'on', 'Quora', 'and', 'Yahoo', 'that', 'anime', 'might', 'exist', 'in', 'another', 'parallel', 'universe', 'so', 'is', 'it', 'true?']","{'Quora', 'anime', 'Yahoo', 'questions', 'might', 'exist', 'universe', 'seeing', 'parallel', 'another', 'true?', 'I'}","{'and', 'been', 'some', 'in', 'is', 'it', 'on', 'so', 'that'}"
5854,Which phones are better: Oppo or Vivo?,which phones are better  oppo or vivo,"['Which', 'phones', 'are', 'better:', 'Oppo', 'or', 'Vivo?']","{'better:', 'phones', 'Which', 'Vivo?', 'Oppo'}","{'are', 'or'}"
5855,Which is a better phone: Micromax Nitro 2 or Vivo Y28?,which is a better phone  micromax nitro 2 or vivo y28,"['Which', 'is', 'a', 'better', 'phone:', 'Micromax', 'Nitro', '2', 'or', 'Vivo', 'Y28?']","{'Nitro', 'Which', 'Vivo', 'phone:', '2', 'Y28?', 'Micromax', 'better'}","{'a', 'or', 'is'}"
5856,What are some of the best jokes ever told?,what are some of the best jokes ever told,"['What', 'are', 'some', 'of', 'the', 'best', 'jokes', 'ever', 'told?']","{'jokes', 'ever', 'What', 'best', 'told?'}","{'are', 'of', 'some', 'the'}"
5857,What's the best joke you have ever heard?,what is the best joke you have ever heard,"[""What's"", 'the', 'best', 'joke', 'you', 'have', 'ever', 'heard?']","{'joke', 'ever', 'heard?', 'best', ""What's""}","{'you', 'the', 'have'}"
5858,How do I learn basics of stock market?,how do i learn basics of stock market,"['How', 'do', 'I', 'learn', 'basics', 'of', 'stock', 'market?']","{'market?', 'How', 'learn', 'stock', 'basics', 'I'}","{'of', 'do'}"
5859,How do you join and start investing into the stock market?,how do you join and start investing into the stock market,"['How', 'do', 'you', 'join', 'and', 'start', 'investing', 'into', 'the', 'stock', 'market?']","{'join', 'market?', 'How', 'investing', 'stock', 'start'}","{'you', 'into', 'do', 'and', 'the'}"
5860,What causes razor burns?,what causes razor burns,"['What', 'causes', 'razor', 'burns?']","{'razor', 'burns?', 'causes', 'What'}",set()
5861,What causes a razor burn?,what causes a razor burn,"['What', 'causes', 'a', 'razor', 'burn?']","{'razor', 'burn?', 'causes', 'What'}",{'a'}
5862,How do I open html documents saved in the .html or .htm extension in Google Chrome?,how do i open html documents saved in the  html or  htm extension in google chrome,"['How', 'do', 'I', 'open', 'html', 'documents', 'saved', 'in', 'the', '.html', 'or', '.htm', 'extension', 'in', 'Google', 'Chrome?']","{'.html', 'open', 'documents', 'How', 'html', '.htm', 'Google', 'Chrome?', 'saved', 'extension', 'I'}","{'or', 'in', 'do', 'the'}"
5863,How can you open an HTML document as a web page?,how can you open an html document as a web page,"['How', 'can', 'you', 'open', 'an', 'HTML', 'document', 'as', 'a', 'web', 'page?']","{'HTML', 'open', 'How', 'page?', 'web', 'document'}","{'you', 'a', 'can', 'an', 'as'}"
5864,What was the real problem between Nazi and Jews?,what was the real problem between nazi and jews,"['What', 'was', 'the', 'real', 'problem', 'between', 'Nazi', 'and', 'Jews?']","{'real', 'problem', 'Jews?', 'What', 'Nazi'}","{'was', 'and', 'between', 'the'}"
5865,What is the real problem between Nazi and Jews?,what is the real problem between nazi and jews,"['What', 'is', 'the', 'real', 'problem', 'between', 'Nazi', 'and', 'Jews?']","{'real', 'problem', 'Jews?', 'What', 'Nazi'}","{'between', 'and', 'is', 'the'}"
5866,What are the best ways to shed extra body fat?,what are the best ways to shed extra body fat,"['What', 'are', 'the', 'best', 'ways', 'to', 'shed', 'extra', 'body', 'fat?']","{'extra', 'ways', 'What', 'best', 'body', 'shed', 'fat?'}","{'are', 'to', 'the'}"
5867,What is the fastest way to get lean and shed fat?,what is the fastest way to get lean and shed fat,"['What', 'is', 'the', 'fastest', 'way', 'to', 'get', 'lean', 'and', 'shed', 'fat?']","{'way', 'get', 'fat?', 'lean', 'What', 'shed', 'fastest'}","{'and', 'is', 'to', 'the'}"
5868,Is somatic dissociation experientially different from peripheral neuropathy?,is somatic dissociation experientially different from peripheral neuropathy,"['Is', 'somatic', 'dissociation', 'experientially', 'different', 'from', 'peripheral', 'neuropathy?']","{'dissociation', 'experientially', 'neuropathy?', 'Is', 'different', 'somatic', 'peripheral'}",{'from'}
5869,"What is the spanish term for ""mutually assured destruction""?",what is the spanish term for  mutually assured destruction,"['What', 'is', 'the', 'spanish', 'term', 'for', '""mutually', 'assured', 'destruction""?']","{'assured', '""mutually', 'What', 'destruction""?', 'spanish', 'term'}","{'for', 'is', 'the'}"
5870,What's the difference between Forex money transfer and Western Union money transfer and PayPal?,what is the difference between forex money transfer and western union money transfer and paypal,"[""What's"", 'the', 'difference', 'between', 'Forex', 'money', 'transfer', 'and', 'Western', 'Union', 'money', 'transfer', 'and', 'PayPal?']","{'Western', 'difference', 'PayPal?', 'transfer', 'Union', ""What's"", 'money', 'Forex'}","{'and', 'between', 'the'}"
5871,Why do people continue to choose Western Union for money transfers if there are cheaper alternatives?,why do people continue to choose western union for money transfers if there are cheaper alternatives,"['Why', 'do', 'people', 'continue', 'to', 'choose', 'Western', 'Union', 'for', 'money', 'transfers', 'if', 'there', 'are', 'cheaper', 'alternatives?']","{'continue', 'alternatives?', 'choose', 'Western', 'Why', 'Union', 'cheaper', 'money', 'transfers', 'people'}","{'for', 'there', 'to', 'do', 'if', 'are'}"
5872,What are some good hairstyles for boys teenagers?,what are some good hairstyles for boys teenagers,"['What', 'are', 'some', 'good', 'hairstyles', 'for', 'boys', 'teenagers?']","{'hairstyles', 'boys', 'good', 'What', 'teenagers?'}","{'are', 'for', 'some'}"
5873,What are great hairstyles for teenagers?,what are great hairstyles for teenagers,"['What', 'are', 'great', 'hairstyles', 'for', 'teenagers?']","{'hairstyles', 'teenagers?', 'great', 'What'}","{'are', 'for'}"
5874,What are the environmental impacts of the tourism industry and how does it negatively impacted Moscow?,what are the environmental impacts of the tourism industry and how does it negatively impacted moscow,"['What', 'are', 'the', 'environmental', 'impacts', 'of', 'the', 'tourism', 'industry', 'and', 'how', 'does', 'it', 'negatively', 'impacted', 'Moscow?']","{'environmental', 'impacted', 'Moscow?', 'tourism', 'industry', 'negatively', 'What', 'impacts'}","{'of', 'how', 'and', 'the', 'it', 'are', 'does'}"
5875,What are the environmental impacts of the tourism industry and how has it negatively impacted Prague?,what are the environmental impacts of the tourism industry and how has it negatively impacted prague,"['What', 'are', 'the', 'environmental', 'impacts', 'of', 'the', 'tourism', 'industry', 'and', 'how', 'has', 'it', 'negatively', 'impacted', 'Prague?']","{'environmental', 'impacted', 'tourism', 'industry', 'negatively', 'What', 'Prague?', 'impacts'}","{'of', 'has', 'how', 'and', 'the', 'it', 'are'}"
5876,Is it illegal to put a train horn on your car in California?,is it illegal to put a train horn on your car in california,"['Is', 'it', 'illegal', 'to', 'put', 'a', 'train', 'horn', 'on', 'your', 'car', 'in', 'California?']","{'horn', 'put', 'train', 'illegal', 'car', 'Is', 'California?'}","{'your', 'to', 'a', 'in', 'it', 'on'}"
5877,Is it illegal to drive a car with your shoes off?,is it illegal to drive a car with your shoes off,"['Is', 'it', 'illegal', 'to', 'drive', 'a', 'car', 'with', 'your', 'shoes', 'off?']","{'off?', 'illegal', 'drive', 'car', 'Is', 'shoes'}","{'your', 'with', 'to', 'a', 'it'}"
5878,My best friend got a boyfriend and I don't know if I can talk to her anymore?,my best friend got a boyfriend and i do not know if i can talk to her anymore,"['My', 'best', 'friend', 'got', 'a', 'boyfriend', 'and', 'I', ""don't"", 'know', 'if', 'I', 'can', 'talk', 'to', 'her', 'anymore?']","{'anymore?', 'My', 'friend', 'best', 'got', 'boyfriend', 'talk', 'know', 'I'}","{'to', 'if', ""don't"", 'her', 'a', 'and', 'can'}"
5879,"My boyfriend's ex won't give up on staying in the picture. She hates me and is jealous, yet my boyfriend's friends/family still talk to her/like her. Do I have a right to feel disrespected?",my boyfriend s ex will not give up on staying in the picture  she hates me and is jealous  yet my boyfriend s friends family still talk to her like her  do i have a right to feel disrespected,"['My', ""boyfriend's"", 'ex', ""won't"", 'give', 'up', 'on', 'staying', 'in', 'the', 'picture.', 'She', 'hates', 'me', 'and', 'is', 'jealous,', 'yet', 'my', ""boyfriend's"", 'friends/family', 'still', 'talk', 'to', 'her/like', 'her.', 'Do', 'I', 'have', 'a', 'right', 'to', 'feel', 'disrespected?']","{'her.', 'right', 'feel', 'yet', 'She', 'picture.', 'hates', 'jealous,', 'still', 'disrespected?', ""boyfriend's"", 'friends/family', 'Do', 'talk', 'her/like', 'My', 'ex', 'staying', 'I', 'give'}","{'my', 'up', 'to', 'have', 'me', 'a', 'in', 'and', 'is', 'the', 'on', ""won't""}"
5880,What really happen inside of a black hole? … Give me ur opinion,what really happen inside of a black hole    give me ur opinion,"['What', 'really', 'happen', 'inside', 'of', 'a', 'black', 'hole?', '…', 'Give', 'me', 'ur', 'opinion']","{'inside', '…', 'opinion', 'Give', 'really', 'What', 'black', 'hole?', 'ur', 'happen'}","{'of', 'a', 'me'}"
5881,What happens to the Higgs field / boson inside a black hole?,what happens to the higgs field   boson inside a black hole,"['What', 'happens', 'to', 'the', 'Higgs', 'field', '/', 'boson', 'inside', 'a', 'black', 'hole?']","{'inside', 'happens', 'Higgs', '/', 'field', 'What', 'black', 'hole?', 'boson'}","{'a', 'to', 'the'}"
5882,Is transsexuality a mental condition?,is transsexuality a mental condition,"['Is', 'transsexuality', 'a', 'mental', 'condition?']","{'mental', 'Is', 'transsexuality', 'condition?'}",{'a'}
5883,Is transgender a mental illness?,is transgender a mental illness,"['Is', 'transgender', 'a', 'mental', 'illness?']","{'transgender', 'Is', 'illness?', 'mental'}",{'a'}
5884,Is it a logical move to contest Nupur Sharma against Kejriwal?,is it a logical move to contest nupur sharma against kejriwal,"['Is', 'it', 'a', 'logical', 'move', 'to', 'contest', 'Nupur', 'Sharma', 'against', 'Kejriwal?']","{'contest', 'Nupur', 'Kejriwal?', 'logical', 'Is', 'Sharma', 'move'}","{'against', 'a', 'to', 'it'}"
5885,Why is Arvind Kejriwal retweeting a tweet against Army in Kashmir violence?,why is arvind kejriwal retweeting a tweet against army in kashmir violence,"['Why', 'is', 'Arvind', 'Kejriwal', 'retweeting', 'a', 'tweet', 'against', 'Army', 'in', 'Kashmir', 'violence?']","{'retweeting', 'Kejriwal', 'violence?', 'Why', 'tweet', 'Kashmir', 'Arvind', 'Army'}","{'against', 'a', 'in', 'is'}"
